name,cat_loc,rating,review,description,price_range
라벤더,철판요리 • 청담,4.9,(284),엄선된 식재료를 가치 있고 조화롭게 펼쳐낸 코리안 데판 다이닝,점심 17.5만원 · 저녁 35만원
산로,일식 • 청담,4.9,(126),교토 키쿠노이 본점 출신 유성엽 셰프가 풀어가는 일본 요리,점심 6.8만원 · 저녁 35만원
호텔 크레센도 서울 라운지,코스요리 • 선정릉,NA,NA,엔틱한 분위기의 소규모 모임을 위한 프라이빗한 공간,최소 180만원
타쿠미곤,스시오마카세 • 반포,4.8,(637),권오준 셰프가 선보이는 깊은 맛의 일본 정통 숙성 스시,점심 15 - 25만원 · 저녁 30 - 38만원
스시사이토 쥬욘,스시오마카세 • 청담,4.9,(309),세계가 인정한 최고봉 ‘스시 사이토’ 김주영 셰프의 스시야,점심 영업안함 · 저녁 35만원
스시상현,스시오마카세 • 청담,4.8,(534),"스타일리쉬한 요리, 창의적인 시도 스시상현",점심 17만원 · 저녁 35만원
이종국104,한식 • 문정,4.7,(5),미슐랭 투스타 요리 연구가 이종국 선생님의 한식 공간,점심 5 - 7만원 · 저녁 30 - 40만원
삼원가든 특실,한우오마카세 • 압구정,4.5,(10),"삼원가든이 VVIP 고객님을 위해 준비한 특별한 공간, 단 하나의 독채로 운영됩니다.",점심 영업안함 · 저녁 35만원
라벤더,철판요리 • 청담,4.9,(284),엄선된 식재료를 가치 있고 조화롭게 펼쳐낸 코리안 데판 다이닝,점심 17.5만원 · 저녁 35만원
산로,일식 • 청담,4.9,(126),교토 키쿠노이 본점 출신 유성엽 셰프가 풀어가는 일본 요리,점심 6.8만원 · 저녁 35만원
호텔 크레센도 서울 라운지,코스요리 • 선정릉,NA,NA,엔틱한 분위기의 소규모 모임을 위한 프라이빗한 공간,최소 180만원
타쿠미곤,스시오마카세 • 반포,4.8,(637),권오준 셰프가 선보이는 깊은 맛의 일본 정통 숙성 스시,점심 15 - 25만원 · 저녁 30 - 38만원
스시사이토 쥬욘,스시오마카세 • 청담,4.9,(309),세계가 인정한 최고봉 ‘스시 사이토’ 김주영 셰프의 스시야,점심 영업안함 · 저녁 35만원
스시상현,스시오마카세 • 청담,4.8,(534),"스타일리쉬한 요리, 창의적인 시도 스시상현",점심 17만원 · 저녁 35만원
이종국104,한식 • 문정,4.7,(5),미슐랭 투스타 요리 연구가 이종국 선생님의 한식 공간,점심 5 - 7만원 · 저녁 30 - 40만원
삼원가든 특실,한우오마카세 • 압구정,4.5,(10),"삼원가든이 VVIP 고객님을 위해 준비한 특별한 공간, 단 하나의 독채로 운영됩니다.",점심 영업안함 · 저녁 35만원
라벤더,철판요리 • 청담,4.9,(284),엄선된 식재료를 가치 있고 조화롭게 펼쳐낸 코리안 데판 다이닝,점심 17.5만원 · 저녁 35만원
산로,일식 • 청담,4.9,(126),교토 키쿠노이 본점 출신 유성엽 셰프가 풀어가는 일본 요리,점심 6.8만원 · 저녁 35만원
호텔 크레센도 서울 라운지,코스요리 • 선정릉,NA,NA,엔틱한 분위기의 소규모 모임을 위한 프라이빗한 공간,최소 180만원
타쿠미곤,스시오마카세 • 반포,4.8,(637),권오준 셰프가 선보이는 깊은 맛의 일본 정통 숙성 스시,점심 15 - 25만원 · 저녁 30 - 38만원
스시사이토 쥬욘,스시오마카세 • 청담,4.9,(309),세계가 인정한 최고봉 ‘스시 사이토’ 김주영 셰프의 스시야,점심 영업안함 · 저녁 35만원
스시상현,스시오마카세 • 청담,4.8,(534),"스타일리쉬한 요리, 창의적인 시도 스시상현",점심 17만원 · 저녁 35만원
이종국104,한식 • 문정,4.7,(5),미슐랭 투스타 요리 연구가 이종국 선생님의 한식 공간,점심 5 - 7만원 · 저녁 30 - 40만원
삼원가든 특실,한우오마카세 • 압구정,4.5,(10),"삼원가든이 VVIP 고객님을 위해 준비한 특별한 공간, 단 하나의 독채로 운영됩니다.",점심 영업안함 · 저녁 35만원
라벤더,철판요리 • 청담,4.9,(284),엄선된 식재료를 가치 있고 조화롭게 펼쳐낸 코리안 데판 다이닝,점심 17.5만원 · 저녁 35만원
산로,일식 • 청담,4.9,(126),교토 키쿠노이 본점 출신 유성엽 셰프가 풀어가는 일본 요리,점심 6.8만원 · 저녁 35만원
호텔 크레센도 서울 라운지,코스요리 • 선정릉,NA,NA,엔틱한 분위기의 소규모 모임을 위한 프라이빗한 공간,최소 180만원
타쿠미곤,스시오마카세 • 반포,4.8,(637),권오준 셰프가 선보이는 깊은 맛의 일본 정통 숙성 스시,점심 15 - 25만원 · 저녁 30 - 38만원
스시사이토 쥬욘,스시오마카세 • 청담,4.9,(309),세계가 인정한 최고봉 ‘스시 사이토’ 김주영 셰프의 스시야,점심 영업안함 · 저녁 35만원
스시상현,스시오마카세 • 청담,4.8,(534),"스타일리쉬한 요리, 창의적인 시도 스시상현",점심 17만원 · 저녁 35만원
이종국104,한식 • 문정,4.7,(5),미슐랭 투스타 요리 연구가 이종국 선생님의 한식 공간,점심 5 - 7만원 · 저녁 30 - 40만원
삼원가든 특실,한우오마카세 • 압구정,4.5,(10),"삼원가든이 VVIP 고객님을 위해 준비한 특별한 공간, 단 하나의 독채로 운영됩니다.",점심 영업안함 · 저녁 35만원
라벤더,철판요리 • 청담,4.9,(284),엄선된 식재료를 가치 있고 조화롭게 펼쳐낸 코리안 데판 다이닝,점심 17.5만원 · 저녁 35만원
산로,일식 • 청담,4.9,(126),교토 키쿠노이 본점 출신 유성엽 셰프가 풀어가는 일본 요리,점심 6.8만원 · 저녁 35만원
호텔 크레센도 서울 라운지,코스요리 • 선정릉,NA,NA,엔틱한 분위기의 소규모 모임을 위한 프라이빗한 공간,최소 180만원
타쿠미곤,스시오마카세 • 반포,4.8,(637),권오준 셰프가 선보이는 깊은 맛의 일본 정통 숙성 스시,점심 15 - 25만원 · 저녁 30 - 38만원
스시사이토 쥬욘,스시오마카세 • 청담,4.9,(309),세계가 인정한 최고봉 ‘스시 사이토’ 김주영 셰프의 스시야,점심 영업안함 · 저녁 35만원
스시상현,스시오마카세 • 청담,4.8,(534),"스타일리쉬한 요리, 창의적인 시도 스시상현",점심 17만원 · 저녁 35만원
이종국104,한식 • 문정,4.7,(5),미슐랭 투스타 요리 연구가 이종국 선생님의 한식 공간,점심 5 - 7만원 · 저녁 30 - 40만원
삼원가든 특실,한우오마카세 • 압구정,4.5,(10),"삼원가든이 VVIP 고객님을 위해 준비한 특별한 공간, 단 하나의 독채로 운영됩니다.",점심 영업안함 · 저녁 35만원
라벤더,철판요리 • 청담,4.9,(284),엄선된 식재료를 가치 있고 조화롭게 펼쳐낸 코리안 데판 다이닝,점심 17.5만원 · 저녁 35만원
산로,일식 • 청담,4.9,(126),교토 키쿠노이 본점 출신 유성엽 셰프가 풀어가는 일본 요리,점심 6.8만원 · 저녁 35만원
호텔 크레센도 서울 라운지,코스요리 • 선정릉,NA,NA,엔틱한 분위기의 소규모 모임을 위한 프라이빗한 공간,최소 180만원
타쿠미곤,스시오마카세 • 반포,4.8,(637),권오준 셰프가 선보이는 깊은 맛의 일본 정통 숙성 스시,점심 15 - 25만원 · 저녁 30 - 38만원
스시사이토 쥬욘,스시오마카세 • 청담,4.9,(309),세계가 인정한 최고봉 ‘스시 사이토’ 김주영 셰프의 스시야,점심 영업안함 · 저녁 35만원
스시상현,스시오마카세 • 청담,4.8,(534),"스타일리쉬한 요리, 창의적인 시도 스시상현",점심 17만원 · 저녁 35만원
이종국104,한식 • 문정,4.7,(5),미슐랭 투스타 요리 연구가 이종국 선생님의 한식 공간,점심 5 - 7만원 · 저녁 30 - 40만원
삼원가든 특실,한우오마카세 • 압구정,4.5,(10),"삼원가든이 VVIP 고객님을 위해 준비한 특별한 공간, 단 하나의 독채로 운영됩니다.",점심 영업안함 · 저녁 35만원
라벤더,철판요리 • 청담,4.9,(284),엄선된 식재료를 가치 있고 조화롭게 펼쳐낸 코리안 데판 다이닝,점심 17.5만원 · 저녁 35만원
산로,일식 • 청담,4.9,(126),교토 키쿠노이 본점 출신 유성엽 셰프가 풀어가는 일본 요리,점심 6.8만원 · 저녁 35만원
호텔 크레센도 서울 라운지,코스요리 • 선정릉,NA,NA,엔틱한 분위기의 소규모 모임을 위한 프라이빗한 공간,최소 180만원
타쿠미곤,스시오마카세 • 반포,4.8,(637),권오준 셰프가 선보이는 깊은 맛의 일본 정통 숙성 스시,점심 15 - 25만원 · 저녁 30 - 38만원
스시사이토 쥬욘,스시오마카세 • 청담,4.9,(309),세계가 인정한 최고봉 ‘스시 사이토’ 김주영 셰프의 스시야,점심 영업안함 · 저녁 35만원
스시상현,스시오마카세 • 청담,4.8,(534),"스타일리쉬한 요리, 창의적인 시도 스시상현",점심 17만원 · 저녁 35만원
이종국104,한식 • 문정,4.7,(5),미슐랭 투스타 요리 연구가 이종국 선생님의 한식 공간,점심 5 - 7만원 · 저녁 30 - 40만원
삼원가든 특실,한우오마카세 • 압구정,4.5,(10),"삼원가든이 VVIP 고객님을 위해 준비한 특별한 공간, 단 하나의 독채로 운영됩니다.",점심 영업안함 · 저녁 35만원
라벤더,철판요리 • 청담,4.9,(284),엄선된 식재료를 가치 있고 조화롭게 펼쳐낸 코리안 데판 다이닝,점심 17.5만원 · 저녁 35만원
산로,일식 • 청담,4.9,(126),교토 키쿠노이 본점 출신 유성엽 셰프가 풀어가는 일본 요리,점심 6.8만원 · 저녁 35만원
호텔 크레센도 서울 라운지,코스요리 • 선정릉,NA,NA,엔틱한 분위기의 소규모 모임을 위한 프라이빗한 공간,최소 180만원
타쿠미곤,스시오마카세 • 반포,4.8,(637),권오준 셰프가 선보이는 깊은 맛의 일본 정통 숙성 스시,점심 15 - 25만원 · 저녁 30 - 38만원
스시사이토 쥬욘,스시오마카세 • 청담,4.9,(309),세계가 인정한 최고봉 ‘스시 사이토’ 김주영 셰프의 스시야,점심 영업안함 · 저녁 35만원
스시상현,스시오마카세 • 청담,4.8,(534),"스타일리쉬한 요리, 창의적인 시도 스시상현",점심 17만원 · 저녁 35만원
이종국104,한식 • 문정,4.7,(5),미슐랭 투스타 요리 연구가 이종국 선생님의 한식 공간,점심 5 - 7만원 · 저녁 30 - 40만원
삼원가든 특실,한우오마카세 • 압구정,4.5,(10),"삼원가든이 VVIP 고객님을 위해 준비한 특별한 공간, 단 하나의 독채로 운영됩니다.",점심 영업안함 · 저녁 35만원
라벤더,철판요리 • 청담,4.9,(284),엄선된 식재료를 가치 있고 조화롭게 펼쳐낸 코리안 데판 다이닝,점심 17.5만원 · 저녁 35만원
산로,일식 • 청담,4.9,(126),교토 키쿠노이 본점 출신 유성엽 셰프가 풀어가는 일본 요리,점심 6.8만원 · 저녁 35만원
호텔 크레센도 서울 라운지,코스요리 • 선정릉,NA,NA,엔틱한 분위기의 소규모 모임을 위한 프라이빗한 공간,최소 180만원
타쿠미곤,스시오마카세 • 반포,4.8,(637),권오준 셰프가 선보이는 깊은 맛의 일본 정통 숙성 스시,점심 15 - 25만원 · 저녁 30 - 38만원
스시사이토 쥬욘,스시오마카세 • 청담,4.9,(309),세계가 인정한 최고봉 ‘스시 사이토’ 김주영 셰프의 스시야,점심 영업안함 · 저녁 35만원
스시상현,스시오마카세 • 청담,4.8,(534),"스타일리쉬한 요리, 창의적인 시도 스시상현",점심 17만원 · 저녁 35만원
이종국104,한식 • 문정,4.7,(5),미슐랭 투스타 요리 연구가 이종국 선생님의 한식 공간,점심 5 - 7만원 · 저녁 30 - 40만원
삼원가든 특실,한우오마카세 • 압구정,4.5,(10),"삼원가든이 VVIP 고객님을 위해 준비한 특별한 공간, 단 하나의 독채로 운영됩니다.",점심 영업안함 · 저녁 35만원
라벤더,철판요리 • 청담,4.9,(284),엄선된 식재료를 가치 있고 조화롭게 펼쳐낸 코리안 데판 다이닝,점심 17.5만원 · 저녁 35만원
산로,일식 • 청담,4.9,(126),교토 키쿠노이 본점 출신 유성엽 셰프가 풀어가는 일본 요리,점심 6.8만원 · 저녁 35만원
호텔 크레센도 서울 라운지,코스요리 • 선정릉,NA,NA,엔틱한 분위기의 소규모 모임을 위한 프라이빗한 공간,최소 180만원
타쿠미곤,스시오마카세 • 반포,4.8,(637),권오준 셰프가 선보이는 깊은 맛의 일본 정통 숙성 스시,점심 15 - 25만원 · 저녁 30 - 38만원
스시사이토 쥬욘,스시오마카세 • 청담,4.9,(309),세계가 인정한 최고봉 ‘스시 사이토’ 김주영 셰프의 스시야,점심 영업안함 · 저녁 35만원
스시상현,스시오마카세 • 청담,4.8,(534),"스타일리쉬한 요리, 창의적인 시도 스시상현",점심 17만원 · 저녁 35만원
이종국104,한식 • 문정,4.7,(5),미슐랭 투스타 요리 연구가 이종국 선생님의 한식 공간,점심 5 - 7만원 · 저녁 30 - 40만원
삼원가든 특실,한우오마카세 • 압구정,4.5,(10),"삼원가든이 VVIP 고객님을 위해 준비한 특별한 공간, 단 하나의 독채로 운영됩니다.",점심 영업안함 · 저녁 35만원
라벤더,철판요리 • 청담,4.9,(284),엄선된 식재료를 가치 있고 조화롭게 펼쳐낸 코리안 데판 다이닝,점심 17.5만원 · 저녁 35만원
산로,일식 • 청담,4.9,(126),교토 키쿠노이 본점 출신 유성엽 셰프가 풀어가는 일본 요리,점심 6.8만원 · 저녁 35만원
호텔 크레센도 서울 라운지,코스요리 • 선정릉,NA,NA,엔틱한 분위기의 소규모 모임을 위한 프라이빗한 공간,최소 180만원
타쿠미곤,스시오마카세 • 반포,4.8,(637),권오준 셰프가 선보이는 깊은 맛의 일본 정통 숙성 스시,점심 15 - 25만원 · 저녁 30 - 38만원
스시사이토 쥬욘,스시오마카세 • 청담,4.9,(309),세계가 인정한 최고봉 ‘스시 사이토’ 김주영 셰프의 스시야,점심 영업안함 · 저녁 35만원
스시상현,스시오마카세 • 청담,4.8,(534),"스타일리쉬한 요리, 창의적인 시도 스시상현",점심 17만원 · 저녁 35만원
이종국104,한식 • 문정,4.7,(5),미슐랭 투스타 요리 연구가 이종국 선생님의 한식 공간,점심 5 - 7만원 · 저녁 30 - 40만원
삼원가든 특실,한우오마카세 • 압구정,4.5,(10),"삼원가든이 VVIP 고객님을 위해 준비한 특별한 공간, 단 하나의 독채로 운영됩니다.",점심 영업안함 · 저녁 35만원
라벤더,철판요리 • 청담,4.9,(284),엄선된 식재료를 가치 있고 조화롭게 펼쳐낸 코리안 데판 다이닝,점심 17.5만원 · 저녁 35만원
산로,일식 • 청담,4.9,(126),교토 키쿠노이 본점 출신 유성엽 셰프가 풀어가는 일본 요리,점심 6.8만원 · 저녁 35만원
호텔 크레센도 서울 라운지,코스요리 • 선정릉,NA,NA,엔틱한 분위기의 소규모 모임을 위한 프라이빗한 공간,최소 180만원
타쿠미곤,스시오마카세 • 반포,4.8,(637),권오준 셰프가 선보이는 깊은 맛의 일본 정통 숙성 스시,점심 15 - 25만원 · 저녁 30 - 38만원
스시사이토 쥬욘,스시오마카세 • 청담,4.9,(309),세계가 인정한 최고봉 ‘스시 사이토’ 김주영 셰프의 스시야,점심 영업안함 · 저녁 35만원
스시상현,스시오마카세 • 청담,4.8,(534),"스타일리쉬한 요리, 창의적인 시도 스시상현",점심 17만원 · 저녁 35만원
이종국104,한식 • 문정,4.7,(5),미슐랭 투스타 요리 연구가 이종국 선생님의 한식 공간,점심 5 - 7만원 · 저녁 30 - 40만원
삼원가든 특실,한우오마카세 • 압구정,4.5,(10),"삼원가든이 VVIP 고객님을 위해 준비한 특별한 공간, 단 하나의 독채로 운영됩니다.",점심 영업안함 · 저녁 35만원
라벤더,철판요리 • 청담,4.9,(284),엄선된 식재료를 가치 있고 조화롭게 펼쳐낸 코리안 데판 다이닝,점심 17.5만원 · 저녁 35만원
산로,일식 • 청담,4.9,(126),교토 키쿠노이 본점 출신 유성엽 셰프가 풀어가는 일본 요리,점심 6.8만원 · 저녁 35만원
호텔 크레센도 서울 라운지,코스요리 • 선정릉,NA,NA,엔틱한 분위기의 소규모 모임을 위한 프라이빗한 공간,최소 180만원
타쿠미곤,스시오마카세 • 반포,4.8,(637),권오준 셰프가 선보이는 깊은 맛의 일본 정통 숙성 스시,점심 15 - 25만원 · 저녁 30 - 38만원
스시사이토 쥬욘,스시오마카세 • 청담,4.9,(309),세계가 인정한 최고봉 ‘스시 사이토’ 김주영 셰프의 스시야,점심 영업안함 · 저녁 35만원
스시상현,스시오마카세 • 청담,4.8,(534),"스타일리쉬한 요리, 창의적인 시도 스시상현",점심 17만원 · 저녁 35만원
이종국104,한식 • 문정,4.7,(5),미슐랭 투스타 요리 연구가 이종국 선생님의 한식 공간,점심 5 - 7만원 · 저녁 30 - 40만원
삼원가든 특실,한우오마카세 • 압구정,4.5,(10),"삼원가든이 VVIP 고객님을 위해 준비한 특별한 공간, 단 하나의 독채로 운영됩니다.",점심 영업안함 · 저녁 35만원
라벤더,철판요리 • 청담,4.9,(284),엄선된 식재료를 가치 있고 조화롭게 펼쳐낸 코리안 데판 다이닝,점심 17.5만원 · 저녁 35만원
산로,일식 • 청담,4.9,(126),교토 키쿠노이 본점 출신 유성엽 셰프가 풀어가는 일본 요리,점심 6.8만원 · 저녁 35만원
호텔 크레센도 서울 라운지,코스요리 • 선정릉,NA,NA,엔틱한 분위기의 소규모 모임을 위한 프라이빗한 공간,최소 180만원
타쿠미곤,스시오마카세 • 반포,4.8,(637),권오준 셰프가 선보이는 깊은 맛의 일본 정통 숙성 스시,점심 15 - 25만원 · 저녁 30 - 38만원
스시사이토 쥬욘,스시오마카세 • 청담,4.9,(309),세계가 인정한 최고봉 ‘스시 사이토’ 김주영 셰프의 스시야,점심 영업안함 · 저녁 35만원
스시상현,스시오마카세 • 청담,4.8,(534),"스타일리쉬한 요리, 창의적인 시도 스시상현",점심 17만원 · 저녁 35만원
이종국104,한식 • 문정,4.7,(5),미슐랭 투스타 요리 연구가 이종국 선생님의 한식 공간,점심 5 - 7만원 · 저녁 30 - 40만원
삼원가든 특실,한우오마카세 • 압구정,4.5,(10),"삼원가든이 VVIP 고객님을 위해 준비한 특별한 공간, 단 하나의 독채로 운영됩니다.",점심 영업안함 · 저녁 35만원
라벤더,철판요리 • 청담,4.9,(284),엄선된 식재료를 가치 있고 조화롭게 펼쳐낸 코리안 데판 다이닝,점심 17.5만원 · 저녁 35만원
산로,일식 • 청담,4.9,(126),교토 키쿠노이 본점 출신 유성엽 셰프가 풀어가는 일본 요리,점심 6.8만원 · 저녁 35만원
호텔 크레센도 서울 라운지,코스요리 • 선정릉,NA,NA,엔틱한 분위기의 소규모 모임을 위한 프라이빗한 공간,최소 180만원
타쿠미곤,스시오마카세 • 반포,4.8,(637),권오준 셰프가 선보이는 깊은 맛의 일본 정통 숙성 스시,점심 15 - 25만원 · 저녁 30 - 38만원
스시사이토 쥬욘,스시오마카세 • 청담,4.9,(309),세계가 인정한 최고봉 ‘스시 사이토’ 김주영 셰프의 스시야,점심 영업안함 · 저녁 35만원
스시상현,스시오마카세 • 청담,4.8,(534),"스타일리쉬한 요리, 창의적인 시도 스시상현",점심 17만원 · 저녁 35만원
이종국104,한식 • 문정,4.7,(5),미슐랭 투스타 요리 연구가 이종국 선생님의 한식 공간,점심 5 - 7만원 · 저녁 30 - 40만원
삼원가든 특실,한우오마카세 • 압구정,4.5,(10),"삼원가든이 VVIP 고객님을 위해 준비한 특별한 공간, 단 하나의 독채로 운영됩니다.",점심 영업안함 · 저녁 35만원
라벤더,철판요리 • 청담,4.9,(284),엄선된 식재료를 가치 있고 조화롭게 펼쳐낸 코리안 데판 다이닝,점심 17.5만원 · 저녁 35만원
산로,일식 • 청담,4.9,(126),교토 키쿠노이 본점 출신 유성엽 셰프가 풀어가는 일본 요리,점심 6.8만원 · 저녁 35만원
호텔 크레센도 서울 라운지,코스요리 • 선정릉,NA,NA,엔틱한 분위기의 소규모 모임을 위한 프라이빗한 공간,최소 180만원
타쿠미곤,스시오마카세 • 반포,4.8,(637),권오준 셰프가 선보이는 깊은 맛의 일본 정통 숙성 스시,점심 15 - 25만원 · 저녁 30 - 38만원
스시사이토 쥬욘,스시오마카세 • 청담,4.9,(309),세계가 인정한 최고봉 ‘스시 사이토’ 김주영 셰프의 스시야,점심 영업안함 · 저녁 35만원
스시상현,스시오마카세 • 청담,4.8,(534),"스타일리쉬한 요리, 창의적인 시도 스시상현",점심 17만원 · 저녁 35만원
이종국104,한식 • 문정,4.7,(5),미슐랭 투스타 요리 연구가 이종국 선생님의 한식 공간,점심 5 - 7만원 · 저녁 30 - 40만원
삼원가든 특실,한우오마카세 • 압구정,4.5,(10),"삼원가든이 VVIP 고객님을 위해 준비한 특별한 공간, 단 하나의 독채로 운영됩니다.",점심 영업안함 · 저녁 35만원
라벤더,철판요리 • 청담,4.9,(284),엄선된 식재료를 가치 있고 조화롭게 펼쳐낸 코리안 데판 다이닝,점심 17.5만원 · 저녁 35만원
산로,일식 • 청담,4.9,(126),교토 키쿠노이 본점 출신 유성엽 셰프가 풀어가는 일본 요리,점심 6.8만원 · 저녁 35만원
호텔 크레센도 서울 라운지,코스요리 • 선정릉,NA,NA,엔틱한 분위기의 소규모 모임을 위한 프라이빗한 공간,최소 180만원
타쿠미곤,스시오마카세 • 반포,4.8,(637),권오준 셰프가 선보이는 깊은 맛의 일본 정통 숙성 스시,점심 15 - 25만원 · 저녁 30 - 38만원
스시사이토 쥬욘,스시오마카세 • 청담,4.9,(309),세계가 인정한 최고봉 ‘스시 사이토’ 김주영 셰프의 스시야,점심 영업안함 · 저녁 35만원
스시상현,스시오마카세 • 청담,4.8,(534),"스타일리쉬한 요리, 창의적인 시도 스시상현",점심 17만원 · 저녁 35만원
이종국104,한식 • 문정,4.7,(5),미슐랭 투스타 요리 연구가 이종국 선생님의 한식 공간,점심 5 - 7만원 · 저녁 30 - 40만원
삼원가든 특실,한우오마카세 • 압구정,4.5,(10),"삼원가든이 VVIP 고객님을 위해 준비한 특별한 공간, 단 하나의 독채로 운영됩니다.",점심 영업안함 · 저녁 35만원
라벤더,철판요리 • 청담,4.9,(284),엄선된 식재료를 가치 있고 조화롭게 펼쳐낸 코리안 데판 다이닝,점심 17.5만원 · 저녁 35만원
산로,일식 • 청담,4.9,(126),교토 키쿠노이 본점 출신 유성엽 셰프가 풀어가는 일본 요리,점심 6.8만원 · 저녁 35만원
호텔 크레센도 서울 라운지,코스요리 • 선정릉,NA,NA,엔틱한 분위기의 소규모 모임을 위한 프라이빗한 공간,최소 180만원
타쿠미곤,스시오마카세 • 반포,4.8,(637),권오준 셰프가 선보이는 깊은 맛의 일본 정통 숙성 스시,점심 15 - 25만원 · 저녁 30 - 38만원
스시사이토 쥬욘,스시오마카세 • 청담,4.9,(309),세계가 인정한 최고봉 ‘스시 사이토’ 김주영 셰프의 스시야,점심 영업안함 · 저녁 35만원
스시상현,스시오마카세 • 청담,4.8,(534),"스타일리쉬한 요리, 창의적인 시도 스시상현",점심 17만원 · 저녁 35만원
이종국104,한식 • 문정,4.7,(5),미슐랭 투스타 요리 연구가 이종국 선생님의 한식 공간,점심 5 - 7만원 · 저녁 30 - 40만원
삼원가든 특실,한우오마카세 • 압구정,4.5,(10),"삼원가든이 VVIP 고객님을 위해 준비한 특별한 공간, 단 하나의 독채로 운영됩니다.",점심 영업안함 · 저녁 35만원
라벤더,철판요리 • 청담,4.9,(284),엄선된 식재료를 가치 있고 조화롭게 펼쳐낸 코리안 데판 다이닝,점심 17.5만원 · 저녁 35만원
산로,일식 • 청담,4.9,(126),교토 키쿠노이 본점 출신 유성엽 셰프가 풀어가는 일본 요리,점심 6.8만원 · 저녁 35만원
호텔 크레센도 서울 라운지,코스요리 • 선정릉,NA,NA,엔틱한 분위기의 소규모 모임을 위한 프라이빗한 공간,최소 180만원
타쿠미곤,스시오마카세 • 반포,4.8,(637),권오준 셰프가 선보이는 깊은 맛의 일본 정통 숙성 스시,점심 15 - 25만원 · 저녁 30 - 38만원
스시사이토 쥬욘,스시오마카세 • 청담,4.9,(309),세계가 인정한 최고봉 ‘스시 사이토’ 김주영 셰프의 스시야,점심 영업안함 · 저녁 35만원
스시상현,스시오마카세 • 청담,4.8,(534),"스타일리쉬한 요리, 창의적인 시도 스시상현",점심 17만원 · 저녁 35만원
이종국104,한식 • 문정,4.7,(5),미슐랭 투스타 요리 연구가 이종국 선생님의 한식 공간,점심 5 - 7만원 · 저녁 30 - 40만원
삼원가든 특실,한우오마카세 • 압구정,4.5,(10),"삼원가든이 VVIP 고객님을 위해 준비한 특별한 공간, 단 하나의 독채로 운영됩니다.",점심 영업안함 · 저녁 35만원
라벤더,철판요리 • 청담,4.9,(284),엄선된 식재료를 가치 있고 조화롭게 펼쳐낸 코리안 데판 다이닝,점심 17.5만원 · 저녁 35만원
산로,일식 • 청담,4.9,(126),교토 키쿠노이 본점 출신 유성엽 셰프가 풀어가는 일본 요리,점심 6.8만원 · 저녁 35만원
호텔 크레센도 서울 라운지,코스요리 • 선정릉,NA,NA,엔틱한 분위기의 소규모 모임을 위한 프라이빗한 공간,최소 180만원
타쿠미곤,스시오마카세 • 반포,4.8,(637),권오준 셰프가 선보이는 깊은 맛의 일본 정통 숙성 스시,점심 15 - 25만원 · 저녁 30 - 38만원
스시사이토 쥬욘,스시오마카세 • 청담,4.9,(309),세계가 인정한 최고봉 ‘스시 사이토’ 김주영 셰프의 스시야,점심 영업안함 · 저녁 35만원
스시상현,스시오마카세 • 청담,4.8,(534),"스타일리쉬한 요리, 창의적인 시도 스시상현",점심 17만원 · 저녁 35만원
이종국104,한식 • 문정,4.7,(5),미슐랭 투스타 요리 연구가 이종국 선생님의 한식 공간,점심 5 - 7만원 · 저녁 30 - 40만원
삼원가든 특실,한우오마카세 • 압구정,4.5,(10),"삼원가든이 VVIP 고객님을 위해 준비한 특별한 공간, 단 하나의 독채로 운영됩니다.",점심 영업안함 · 저녁 35만원
라벤더,철판요리 • 청담,4.9,(284),엄선된 식재료를 가치 있고 조화롭게 펼쳐낸 코리안 데판 다이닝,점심 17.5만원 · 저녁 35만원
산로,일식 • 청담,4.9,(126),교토 키쿠노이 본점 출신 유성엽 셰프가 풀어가는 일본 요리,점심 6.8만원 · 저녁 35만원
호텔 크레센도 서울 라운지,코스요리 • 선정릉,NA,NA,엔틱한 분위기의 소규모 모임을 위한 프라이빗한 공간,최소 180만원
타쿠미곤,스시오마카세 • 반포,4.8,(637),권오준 셰프가 선보이는 깊은 맛의 일본 정통 숙성 스시,점심 15 - 25만원 · 저녁 30 - 38만원
스시사이토 쥬욘,스시오마카세 • 청담,4.9,(309),세계가 인정한 최고봉 ‘스시 사이토’ 김주영 셰프의 스시야,점심 영업안함 · 저녁 35만원
스시상현,스시오마카세 • 청담,4.8,(534),"스타일리쉬한 요리, 창의적인 시도 스시상현",점심 17만원 · 저녁 35만원
이종국104,한식 • 문정,4.7,(5),미슐랭 투스타 요리 연구가 이종국 선생님의 한식 공간,점심 5 - 7만원 · 저녁 30 - 40만원
삼원가든 특실,한우오마카세 • 압구정,4.5,(10),"삼원가든이 VVIP 고객님을 위해 준비한 특별한 공간, 단 하나의 독채로 운영됩니다.",점심 영업안함 · 저녁 35만원
라벤더,철판요리 • 청담,4.9,(284),엄선된 식재료를 가치 있고 조화롭게 펼쳐낸 코리안 데판 다이닝,점심 17.5만원 · 저녁 35만원
산로,일식 • 청담,4.9,(126),교토 키쿠노이 본점 출신 유성엽 셰프가 풀어가는 일본 요리,점심 6.8만원 · 저녁 35만원
호텔 크레센도 서울 라운지,코스요리 • 선정릉,NA,NA,엔틱한 분위기의 소규모 모임을 위한 프라이빗한 공간,최소 180만원
타쿠미곤,스시오마카세 • 반포,4.8,(637),권오준 셰프가 선보이는 깊은 맛의 일본 정통 숙성 스시,점심 15 - 25만원 · 저녁 30 - 38만원
